Company_ID,Year,Revenue,Expenses,Net_Income,Assets,Liabilities,Equity,Cash_Flow,Net_Profit_Margin,Debt_to_Equity,ROE,Revenue_Growth
CMP_001,2015,889986.3755176368,774490.2987458947,64669.53689155864,552629.9112456394,279161.5419703904,273468.369275249,80904.88598344606,0.07266351336439879,1.0208183955981072,0.23647903800701722,
CMP_001,2016,868534.3826928819,788285.2808160484,33578.671260275376,723267.7492061469,392593.2632971134,330674.4859090335,49763.605962724156,0.03866130337427179,1.1872499392200262,0.10154599974039927,-0.024103731714182675
CMP_001,2017,915754.4400251008,817536.0054827351,65791.52774488268,736505.1590019758,363749.0596850662,372756.0993169095,68967.16965669404,0.07184407180496917,0.9758366405047455,0.17650020446465745,0.054367516442830555
CMP_001,2018,850254.6430660352,763486.7770280521,45584.76057419533,580672.5775326544,308409.2641738421,272263.31335881236,55745.1077719451,0.05361306868000835,1.1327610039307552,0.1674289496143748,-0.0715255030128713
CMP_001,2019,920047.3695996442,782574.0121409767,82263.5361092732,760750.434091473,423609.2905910964,337141.1435003766,95292.51756637261,0.08941228335348639,1.2564746212608822,0.2440032541124169,0.08208449915890492
CMP_001,2020,911468.6753244492,771025.0701743166,111647.247880274,762264.002256358,301100.15120229835,461163.85105405963,129556.53533221234,0.12249159066331236,0.6529136022133749,0.24209887142083522,-0.009324187600175393
CMP_001,2021,917632.8727653815,848161.6968873022,-6083.850715207163,712179.303162449,297589.1705630949,414590.1325993541,-11116.69952720382,-0.00662993981119361,0.7177912525252381,-0.014674374127197068,0.006762928455811279
CMP_001,2022,874346.1727389969,802764.5498015356,14305.57839884189,587577.918847848,289568.70431960723,298009.2145282408,16365.267782838047,0.01636145824716989,0.9716770160211483,0.04800381230321395,-0.0471721331167394
CMP_001,2023,903712.9713806971,801395.4989462269,36342.23144032495,547159.2491552347,276711.39149624197,270447.8576589927,48278.71870072888,0.040214351891841395,1.0231598574729586,0.1343779601543334,0.0335871529576266
CMP_001,2024,908079.5191768581,817638.2159270565,49347.25354382639,572827.3433809369,260549.64976721408,312277.6936137227,60392.07342424961,0.05434243642952979,0.8343524212443605,0.15802362625640284,0.0048317861250677385
CMP_002,2015,709890.6395664866,480563.8581995459,164892.24765727468,525520.1630634251,272823.4590600975,252696.70400332764,185034.96732464788,0.2322783798895707,1.0796478732722403,0.6525302666990991,
CMP_002,2016,732591.7187407811,494763.25413405953,196726.2326542472,598587.6885326329,268239.0212445613,330348.6672880716,193816.96200120068,0.26853461160111264,0.8119875991830496,0.5955109014642926,0.031978276524617266
CMP_002,2017,748193.741469844,475560.67435895256,241722.01635644122,492866.27793963015,216904.43978469435,275961.8381549358,241694.6642191708,0.3230740955966468,0.7859943289075922,0.8759255191680851,0.021297023062013976
CMP_002,2018,712781.7785139801,466636.896631427,206630.9023653131,502297.82079132495,246756.88923697124,255540.93155435374,212001.79300734703,0.289893637286998,0.965625693449763,0.8086019766323131,-0.047329937412061596
CMP_002,2019,683411.2391489844,476612.95253698144,154686.77901026618,538282.1111690908,226098.3603843379,312183.75078475295,154051.4340769359,0.22634509084587104,0.724247690073498,0.49549913671490514,-0.04120551373553327
CMP_002,2020,723904.8804135327,471775.5878625828,206571.19612069515,525638.9765013421,289379.3395960401,236259.6369053021,211570.5202240781,0.285356822021549,1.224836131074008,0.8743397680048637,0.05925223195769047
CMP_002,2021,716823.8932760366,447786.1754850053,210113.4561525865,496689.24548491504,231489.27070832154,265199.9747765935,235761.23059082433,0.29311726091093815,0.8728857191759911,0.7922830925213612,-0.009781654094459302
CMP_002,2022,707663.340748254,466554.4420782099,184192.6780720723,574971.5482624373,345887.7560390937,229083.79222334363,203683.37137308583,0.26028291627670663,1.5098744118129181,0.8040406363296752,-0.012779362704997133
CMP_002,2023,689848.6484255607,464938.7786789656,161401.1217549514,569404.8271054749,256621.73035721743,312783.0967482575,167143.29722729384,0.2339659896751507,0.820446286980011,0.5160161256567345,-0.025173965213256322
CMP_002,2024,728759.8099627157,466141.3425292336,204865.90723861213,667412.7023476347,364621.4764731897,302791.22587444505,217385.18525159112,0.28111581406923813,1.2042009322436018,0.6765912937106094,0.05640536025686482
CMP_003,2015,420329.1338641171,336719.4101304498,50635.79466079863,283121.7623364528,122273.98212544838,160847.7802110044,58518.95701224571,0.12046701163752317,0.7601844549240662,0.31480567897407874,
CMP_003,2016,421548.84005192,333553.2970547728,37358.96569323184,304065.67096203106,162212.7394977873,141852.93146424374,58474.36065955043,0.08862310162834401,1.1435275804552236,0.2633640722655686,0.0029017883594935068
CMP_003,2017,412269.02585554257,330372.3328598408,27909.547375733535,350545.46743211854,162083.339085358,188462.12834676058,26407.46531804815,0.06769741509883144,0.8600313522254881,0.14809101234589375,-0.022013615777556117
CMP_003,2018,428871.9546847803,322020.47947748605,32997.94738392519,317001.4349446526,181653.32424630507,135348.11069834756,47892.90869915487,0.07694125722951174,1.342119393533011,0.2438005762597472,0.04027207427185031
CMP_003,2019,438684.8883026798,331540.10990480345,39255.18921123093,320779.0551487281,170649.46242137966,150129.59272734844,49634.75896074806,0.08948379636032958,1.1366810454971228,0.26147535937516725,0.022880800459689654
CMP_003,2020,427808.260509723,334950.0547742058,28727.91642120025,342480.5054869461,187746.04852699494,154734.45695995112,30585.382361446576,0.06715138316163331,1.2133435061305575,0.1856594645149768,-0.024793714310606174
CMP_003,2021,429465.90689638467,321845.7441788665,71562.57340096246,377902.8067670249,194718.92200025643,183183.88476676852,103876.86776000823,0.166631558528412,1.0629697161853207,0.39065976514296885,0.00387474141964117
CMP_003,2022,420042.9170169169,336816.9282701267,31204.616816829403,354779.72424067825,171598.54307276674,183181.18116791153,37519.66901450434,0.07428911559428263,0.9367694977109703,0.17034837649739765,-0.02194118259017286
CMP_003,2023,427560.73893569224,340810.0841360945,36936.6462431081,332677.3701617123,151004.12957468428,181673.24058702803,36242.17329098195,0.08638923755032522,0.8311853142859961,0.20331363124121804,0.01789774714490089
CMP_003,2024,430736.763710519,350902.1652966541,38504.54577110024,259284.28321071225,129641.70780545902,129642.57540525323,39723.851229551365,0.08939229017604267,0.999993307755639,0.297005406215804,0.007428242318817002
CMP_004,2015,1441723.7595219268,903914.145573081,467295.66969288,971747.1983185018,516096.0742931679,455651.124025334,466799.7575631184,0.32412288873413203,1.1326562079642168,1.025555836589791,
CMP_004,2016,1480484.677425915,855712.4085752534,571426.8028819734,1139220.154690847,471397.4509139445,667822.7037769025,591422.348840722,0.3859727909345879,0.7058721547619363,0.8556564484109966,0.026885121125312716
CMP_004,2017,1484522.6395575595,894847.6320496658,545300.8374489039,1134914.529341753,575246.3258311207,559668.2035106324,546302.4844280403,0.36732402923233487,1.0278345673789782,0.9743287791380567,0.0027274595902373466
CMP_004,2018,1504279.7529810844,888747.5508871317,561193.1369462997,1151187.797653348,429999.30704444635,721188.4906089016,566638.4609172323,0.3730643424763003,0.5962370623543877,0.7781504339766746,0.01330873164010038
