Company_ID,Year,Revenue,Expenses,Net_Income,Assets,Liabilities,Equity,Cash_Flow,Net_Profit_Margin,Debt_to_Equity,ROE,Revenue_Growth,Profit_Score,ROE_Score,Growth_Score,Debt_Score,Health_Score,Health_Status,Final_Recommendations
CMP_001,2015,889986.3755176368,774490.2987458947,64669.53689155864,552629.9112456394,279161.5419703904,273468.369275249,80904.88598344606,0.0726635133643987,1.0208183955981072,0.2364790380070172,,50,100,50,85,69.5,Moderate,"Net Profit Margin (7.27%) is moderate. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (23.65%) is strong. Capital efficiency can be improved through better asset utilization. Revenue Growth is not available for base year analysis. Debt-to-Equity ratio (1.02) indicates balanced leverage. Debt levels should be monitored to maintain financial stability. Financial position is stable with opportunities for strategic performance enhancement."
CMP_001,2016,868534.3826928819,788285.2808160484,33578.671260275376,723267.7492061469,392593.2632971134,330674.4859090335,49763.60596272416,0.0386613033742717,1.1872499392200262,0.1015459997403992,-0.0241037317141826,30,70,20,85,48.5,At Risk,"Net Profit Margin (3.87%) is weak. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (10.15%) is moderate. Capital efficiency can be improved through better asset utilization. Revenue Growth (-2.41%) is declining. Growth strategy should be strengthened through market expansion or product diversification. Debt-to-Equity ratio (1.19) indicates balanced leverage. Debt levels should be monitored to maintain financial stability. Overall performance requires operational improvements to strengthen financial stability."
CMP_001,2017,915754.4400251008,817536.0054827351,65791.52774488268,736505.1590019758,363749.0596850662,372756.0993169095,68967.16965669404,0.0718440718049691,0.9758366405047456,0.1765002044646574,0.0543675164428305,50,85,70,100,73.75,Moderate,"Net Profit Margin (7.18%) is moderate. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (17.65%) is moderate. Capital efficiency can be improved through better asset utilization. Revenue Growth (5.44%) is stable. Revenue expansion is aligned with industry performance. Debt-to-Equity ratio (0.98) indicates conservative leverage. Capital structure remains financially controlled. Financial position is stable with opportunities for strategic performance enhancement."
CMP_001,2018,850254.6430660352,763486.7770280521,45584.76057419533,580672.5775326544,308409.2641738421,272263.3133588124,55745.1077719451,0.0536130686800083,1.1327610039307552,0.1674289496143748,-0.0715255030128713,50,85,20,85,58.25,At Risk,"Net Profit Margin (5.36%) is moderate. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (16.74%) is moderate. Capital efficiency can be improved through better asset utilization. Revenue Growth (-7.15%) is declining. Growth strategy should be strengthened through market expansion or product diversification. Debt-to-Equity ratio (1.13) indicates balanced leverage. Debt levels should be monitored to maintain financial stability. Overall performance requires operational improvements to strengthen financial stability."
CMP_001,2019,920047.3695996442,782574.0121409767,82263.5361092732,760750.434091473,423609.2905910964,337141.1435003766,95292.5175663726,0.0894122833534863,1.2564746212608822,0.2440032541124169,0.0820844991589049,50,100,70,85,74.5,Moderate,"Net Profit Margin (8.94%) is moderate. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (24.40%) is strong. Capital efficiency can be improved through better asset utilization. Revenue Growth (8.21%) is stable. Revenue expansion is aligned with industry performance. Debt-to-Equity ratio (1.26) indicates balanced leverage. Debt levels should be monitored to maintain financial stability. Financial position is stable with opportunities for strategic performance enhancement."
CMP_001,2020,911468.6753244492,771025.0701743166,111647.247880274,762264.002256358,301100.15120229835,461163.8510540596,129556.53533221234,0.1224915906633123,0.6529136022133749,0.2420988714208352,-0.0093241876001753,70,100,20,100,71.0,Moderate,"Net Profit Margin (12.25%) is moderate. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (24.21%) is strong. Capital efficiency can be improved through better asset utilization. Revenue Growth (-0.93%) is declining. Growth strategy should be strengthened through market expansion or product diversification. Debt-to-Equity ratio (0.65) indicates conservative leverage. Capital structure remains financially controlled. Financial position is stable with opportunities for strategic performance enhancement."
CMP_001,2021,917632.8727653816,848161.6968873022,-6083.850715207163,712179.303162449,297589.1705630949,414590.1325993541,-11116.69952720382,-0.0066299398111936,0.7177912525252381,-0.014674374127197,0.0067629284558112,10,10,50,100,38.0,High Risk,"Net Profit Margin (-0.66%) is weak. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (-1.47%) is weak. Capital efficiency can be improved through better asset utilization. Revenue Growth (0.68%) is stable. Revenue expansion is aligned with industry performance. Debt-to-Equity ratio (0.72) indicates conservative leverage. Capital structure remains financially controlled. Overall financial health indicates significant risk, requiring immediate restructuring and cost rationalization."
CMP_001,2022,874346.1727389969,802764.5498015356,14305.57839884189,587577.918847848,289568.70431960723,298009.2145282408,16365.267782838047,0.0163614582471698,0.9716770160211484,0.0480038123032139,-0.0471721331167394,30,30,20,100,41.5,At Risk,"Net Profit Margin (1.64%) is weak. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (4.80%) is weak. Capital efficiency can be improved through better asset utilization. Revenue Growth (-4.72%) is declining. Growth strategy should be strengthened through market expansion or product diversification. Debt-to-Equity ratio (0.97) indicates conservative leverage. Capital structure remains financially controlled. Overall performance requires operational improvements to strengthen financial stability."
CMP_001,2023,903712.9713806972,801395.4989462269,36342.23144032495,547159.2491552347,276711.391496242,270447.8576589927,48278.71870072888,0.0402143518918413,1.0231598574729586,0.1343779601543334,0.0335871529576266,30,70,50,85,56.0,At Risk,"Net Profit Margin (4.02%) is weak. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (13.44%) is moderate. Capital efficiency can be improved through better asset utilization. Revenue Growth (3.36%) is stable. Revenue expansion is aligned with industry performance. Debt-to-Equity ratio (1.02) indicates balanced leverage. Debt levels should be monitored to maintain financial stability. Overall performance requires operational improvements to strengthen financial stability."
CMP_001,2024,908079.519176858,817638.2159270565,49347.25354382639,572827.3433809369,260549.64976721408,312277.6936137227,60392.07342424961,0.0543424364295297,0.8343524212443605,0.1580236262564028,0.0048317861250677,50,85,50,100,68.75,Moderate,"Net Profit Margin (5.43%) is moderate. It is below industry median, indicating scope for cost optimization and pricing strategy improvement. ROE (15.80%) is moderate. Capital efficiency can be improved through better asset utilization. Revenue Growth (0.48%) is stable. Revenue expansion is aligned with industry performance. Debt-to-Equity ratio (0.83) indicates conservative leverage. Capital structure remains financially controlled. Financial position is stable with opportunities for strategic performance enhancement."
